TransactionID,OrderNumber,LineItem,Quantity,ProductID
4360061,436006,1,1,1706
4360071,436007,1,1,1681
4370021,437002,1,1,2510
4370071,437007,1,1,146
4370111,437011,1,1,111
4390001,439000,1,1,2119
4390011,439001,1,1,457
4400001,440000,1,1,1719
4410011,441001,1,1,1718
4790001,479000,1,1,1355
4810001,481000,1,1,496
4820011,482001,1,1,1571
4830011,483001,1,1,2112
4830051,483005,1,1,1599
4830061,483006,1,1,77
4840001,484000,1,1,1641
4840081,484008,1,1,119
4850011,485001,1,1,1573
4850021,485002,1,1,101
4860001,486000,1,1,143
4860041,486004,1,1,2142
4860091,486009,1,1,959
4860111,486011,1,1,1176
4890001,489000,1,1,105
4890031,489003,1,1,1667
4890061,489006,1,1,1619
4900001,490000,1,1,89
4900011,490001,1,1,245
4900031,490003,1,1,1784
4910011,491001,1,1,1291
4930091,493009,1,1,2421
4930121,493012,1,1,454
4930141,493014,1,1,284
4950001,495000,1,1,106
4950021,495002,1,1,1593
4960031,496003,1,1,118
4960061,496006,1,1,731
4970051,497005,1,1,1242
4970091,497009,1,1,2090
4980051,498005,1,1,1178
4980081,498008,1,1,47
4980111,498011,1,1,1637
4990051,499005,1,1,46
5000001,500000,1,1,37
5000031,500003,1,1,1983
5000061,500006,1,1,1088
5000071,500007,1,1,1622
5000081,500008,1,1,2390
5000101,500010,1,1,452
5000121,500012,1,1,2104
5000131,500013,1,1,263
5020001,502000,1,1,57
5020021,502002,1,1,1837
5050031,505003,1,1,1784
5050071,505007,1,1,1760
5060001,506000,1,1,75
5060011,506001,1,1,1700
5060041,506004,1,1,1487
5060061,506006,1,1,2133
5070001,507000,1,1,2115
5070011,507001,1,1,100
5070091,507009,1,1,32
5070101,507010,1,1,1598
5070131,507013,1,1,97
5070141,507014,1,1,428
5090011,509001,1,1,2001
5090021,509002,1,1,1272
5100001,510000,1,1,2247
5100071,510007,1,1,1221
5110071,511007,1,1,2385
5110101,511010,1,1,2466
5120001,512000,1,1,107
5120101,512010,1,1,1619
5130001,513000,1,1,2090
5140041,514004,1,1,297
5140061,514006,1,1,604
5140081,514008,1,1,1594
5140121,514012,1,1,1934
5140131,514013,1,1,507
5140141,514014,1,1,206
5160021,516002,1,1,1615
5170051,517005,1,1,48
5180041,518004,1,1,1596
5180081,518008,1,1,434
5180101,518010,1,1,1464
5190061,519006,1,1,1613
5200001,520000,1,1,1942
5210051,521005,1,1,38
5210131,521013,1,1,1985
5240031,524003,1,1,141
5240061,524006,1,1,1469
5250021,525002,1,1,126
5250041,525004,1,1,358
5250081,525008,1,1,1597
5250101,525010,1,1,953
5260001,526000,1,1,145
5260021,526002,1,1,1523
5260071,526007,1,1,1294
5260101,526010,1,1,52
5270011,527001,1,1,173
5280001,528000,1,1,2493
5280031,528003,1,1,544
5280051,528005,1,1,1647
5280121,528012,1,1,1621
5280141,528014,1,1,1594
5280151,528015,1,1,150
5310081,531008,1,1,244
5320011,532001,1,1,1553
5320041,532004,1,1,2156
5330031,533003,1,1,1144
5330081,533008,1,1,1594
5330101,533010,1,1,56
5350021,535002,1,1,1640
5350031,535003,1,1,672
5350051,535005,1,1,2088
5350091,535009,1,1,431
5350121,535012,1,1,1044
5350141,535014,1,1,2002
5360001,536000,1,1,134
5370001,537000,1,1,1223
5380001,538000,1,1,1782
5390081,539008,1,1,1641
5390091,539009,1,1,1642
5400001,540000,1,1,2050
5400011,540001,1,1,1660
5400021,540002,1,1,1941
5400091,540009,1,1,179
5400101,540010,1,1,1201
5400121,540012,1,1,60
5410001,541000,1,1,1436
5410041,541004,1,1,1637
5410061,541006,1,1,56
5410071,541007,1,1,1589
5410081,541008,1,1,1788
5420031,542003,1,1,1039
5420071,542007,1,1,624
5420091,542009,1,1,426
5420101,542010,1,1,1826
5420131,542013,1,1,1279
5430001,543000,1,1,1724
5440021,544002,1,1,1130
5440031,544003,1,1,853
5440041,544004,1,1,2109
5440051,544005,1,1,2049
5450031,545003,1,1,1635
5460041,546004,1,1,1583
5460051,546005,1,1,628
5480071,548007,1,1,2112
5490071,549007,1,1,1683
5490111,549011,1,1,2149
5510021,551002,1,1,1408
5520031,552003,1,1,1783
5530061,553006,1,1,443
5530091,553009,1,1,1786
5540021,554002,1,1,1961
5540041,554004,1,1,1746
5540091,554009,1,1,312
5550011,555001,1,1,1613
5550021,555002,1,1,2101
5550051,555005,1,1,661
5560031,556003,1,1,1439
5560081,556008,1,1,1577
5560131,556013,1,1,1533
5560151,556015,1,1,1067
5580031,558003,1,1,1761
5590041,559004,1,1,1791
5590081,559008,1,1,1164
5600031,560003,1,1,152
5600041,560004,1,1,2040
5600071,560007,1,1,1528
5600081,560008,1,1,2180
5600111,560011,1,1,598
5610001,561000,1,1,1583
5610021,561002,1,1,2008
5610031,561003,1,1,742
5610101,561010,1,1,1011
5620031,562003,1,1,1684
5620041,562004,1,1,1558
5630051,563005,1,1,50
5630071,563007,1,1,1762
5630081,563008,1,1,362
5630091,563009,1,1,1979
5630131,563013,1,1,107
5630151,563015,1,1,114
5650011,565001,1,1,48
5660041,566004,1,1,279
5660051,566005,1,1,2471
5670051,567005,1,1,1741
5670071,567007,1,1,1642
5670091,567009,1,1,63
5680021,568002,1,1,1979
5680031,568003,1,1,1727
5680051,568005,1,1,153
5690021,569002,1,1,1622
5690031,569003,1,1,1665
5700011,570001,1,1,2092
5700031,570003,1,1,1703
5700071,570007,1,1,1840
5730031,573003,1,1,1598
5740011,574001,1,1,2017
5740031,574003,1,1,149
5740041,574004,1,1,755
5760001,576000,1,1,59
5790001,579000,1,1,1572
5810001,581000,1,1,625
5810021,581002,1,1,156
5810031,581003,1,1,1922
5810061,581006,1,1,1549
5820001,582000,1,1,153
5820021,582002,1,1,62
5830011,583001,1,1,1687
5840011,584001,1,1,2090
5840021,584002,1,1,1149
5840081,584008,1,1,48
5840091,584009,1,1,1592
5860041,586004,1,1,80
5870021,587002,1,1,1617
5870031,587003,1,1,455
5870041,587004,1,1,1497
5870051,587005,1,1,1930
5870071,587007,1,1,1637
5870081,587008,1,1,1636
5880031,588003,1,1,1636
5880071,588007,1,1,76
5880111,588011,1,1,1098
5890021,589002,1,1,1780
5890041,589004,1,1,1922
5890061,589006,1,1,328
5890101,589010,1,1,2458
5900001,590000,1,1,2075
5900051,590005,1,1,92
5910011,591001,1,1,419
5910031,591003,1,1,1989
5910051,591005,1,1,2172
5910061,591006,1,1,433
5910081,591008,1,1,451
5910101,591010,1,1,468
5930011,593001,1,1,2036
5930051,593005,1,1,46
5940021,594002,1,1,141
5940071,594007,1,1,1587
5940081,594008,1,1,1641
5950051,595005,1,1,453
5950101,595010,1,1,533
5950111,595011,1,1,772
5960031,596003,1,1,1509
5960041,596004,1,1,917
5960061,596006,1,1,1624
5960071,596007,1,1,906
5960081,596008,1,1,73
5970011,597001,1,1,426
5970021,597002,1,1,153
5980001,598000,1,1,728
5980031,598003,1,1,1647
5980041,598004,1,1,79
5980051,598005,1,1,30
5980061,598006,1,1,2307
5980121,598012,1,1,1049
5980131,598013,1,1,1700
6000011,600001,1,1,1587
6000051,600005,1,1,416
6000061,600006,1,1,2098
6010041,601004,1,1,1686
6010071,601007,1,1,1577
6020001,602000,1,1,1263
6020011,602001,1,1,60
6020041,602004,1,1,1576
6020061,602006,1,1,432
6020071,602007,1,1,98
6030081,603008,1,1,1753
6030091,603009,1,1,443
6040001,604000,1,1,53
6040031,604003,1,1,2056
6040041,604004,1,1,1660
6040051,604005,1,1,17
6050121,605012,1,1,1596
6050131,605013,1,1,192
6070031,607003,1,1,1738
6070051,607005,1,1,22
6080021,608002,1,1,1645
6080031,608003,1,1,1660
6080071,608007,1,1,811
6090031,609003,1,1,1789
6100061,610006,1,1,122
6100121,610012,1,1,1962
6110031,611003,1,1,1669
6110041,611004,1,1,1090
6110071,611007,1,1,322
6120061,612006,1,1,1577
6120071,612007,1,1,1022
6120091,612009,1,1,1477
6120141,612014,1,1,175
6140021,614002,1,1,688
6140041,614004,1,1,774
6150081,615008,1,1,1499
6160081,616008,1,1,447
6160091,616009,1,1,209
6160111,616011,1,1,1076
6170021,617002,1,1,167
6170031,617003,1,1,1589
6170041,617004,1,1,1438
6170111,617011,1,1,2329
6180071,618007,1,1,1570
6190031,619003,1,1,1595
6190071,619007,1,1,1615
6190101,619010,1,1,310
6190111,619011,1,1,1610
6210021,621002,1,1,1378
6210051,621005,1,1,1768
6230001,623000,1,1,92
6230021,623002,1,1,1219
6230091,623009,1,1,1669
6230111,623011,1,1,50
6240021,624002,1,1,870
6240051,624005,1,1,1588
6240071,624007,1,1,1604
6250001,625000,1,1,65
6250011,625001,1,1,423
6250031,625003,1,1,1597
6260071,626007,1,1,1390
6260081,626008,1,1,301
6280011,628001,1,1,1084
6290021,629002,1,1,523
6300101,630010,1,1,384
6310061,631006,1,1,1407
6310101,631010,1,1,1621
6310121,631012,1,1,191
6320031,632003,1,1,1128
6330001,633000,1,1,1651
6330021,633002,1,1,1831
6330061,633006,1,1,1180
6340001,634000,1,1,109
6350001,635000,1,1,1654
6350031,635003,1,1,1581
6350041,635004,1,1,224
6360001,636000,1,1,1697
6360061,636006,1,1,132
6370091,637009,1,1,1583
6380001,638000,1,1,1849
6380101,638010,1,1,66
6380111,638011,1,1,1436
6390021,639002,1,1,114
6390031,639003,1,1,1605
6400021,640002,1,1,1658
6400061,640006,1,1,1660
6400081,640008,1,1,72
6400091,640009,1,1,1601
6400111,640011,1,1,250
6400151,640015,1,1,1437
6420001,642000,1,1,1542
6420021,642002,1,1,440
6420031,642003,1,1,4
6420051,642005,1,1,447
6430001,643000,1,1,1092
6430031,643003,1,1,1656
6430041,643004,1,1,308
6430061,643006,1,1,118
6430081,643008,1,1,2028
6440001,644000,1,1,130
6440011,644001,1,1,65
6440031,644003,1,1,1163
6440111,644011,1,1,529
6450031,645003,1,1,903
6450081,645008,1,1,94
6450111,645011,1,1,1609
6460011,646001,1,1,90
6460051,646005,1,1,1012
6460071,646007,1,1,1288
6470071,647007,1,1,1278
6470091,647009,1,1,727
6470131,647013,1,1,1594
6490031,649003,1,1,930
6490041,649004,1,1,1663
6500001,650000,1,1,146
6500011,650001,1,1,2111
6500041,650004,1,1,1614
6500081,650008,1,1,1682
6510071,651007,1,1,1620
6520061,652006,1,1,159
6520101,652010,1,1,2102
6520121,652012,1,1,900
6530021,653002,1,1,1582
6530031,653003,1,1,2006
6540011,654001,1,1,1651
6540141,654014,1,1,990
6540151,654015,1,1,443
6560011,656001,1,1,2489
6560021,656002,1,1,416
6560031,656003,1,1,184
6570011,657001,1,1,2094
6570051,657005,1,1,1547
6570071,657007,1,1,440
6580011,658001,1,1,89
6580031,658003,1,1,46
6580061,658006,1,1,2160
6580091,658009,1,1,1442
6590001,659000,1,1,2013
6590011,659001,1,1,1641
6590021,659002,1,1,110
6590071,659007,1,1,1606
6600011,660001,1,1,1582
6600031,660003,1,1,2096
6600041,660004,1,1,1242
6600051,660005,1,1,400
6600061,660006,1,1,141
6600071,660007,1,1,149
6610001,661000,1,1,833
6610011,661001,1,1,2177
6610051,661005,1,1,437
6610091,661009,1,1,1577
6610101,661010,1,1,1043
6610121,661012,1,1,2046
6630011,663001,1,1,1631
6630031,663003,1,1,70
6630061,663006,1,1,445
6640011,664001,1,1,1908
6640031,664003,1,1,1678
6650021,665002,1,1,692
6650071,665007,1,1,1607
6660061,666006,1,1,420
6660081,666008,1,1,2048
6670041,667004,1,1,1634
6680001,668000,1,1,454
6680011,668001,1,1,1653
6680031,668003,1,1,1190
6680101,668010,1,1,2094
6710001,671000,1,1,109
6710051,671005,1,1,2111
6720021,672002,1,1,1471
6720091,672009,1,1,1657
6720111,672011,1,1,121
6730001,673000,1,1,2107
6730031,673003,1,1,1617
6730081,673008,1,1,18
6730101,673010,1,1,180
6730111,673011,1,1,141
6740001,674000,1,1,1619
6750001,675000,1,1,1705
6750051,675005,1,1,1640
6750091,675009,1,1,1491
6770021,677002,1,1,473
6770041,677004,1,1,2178
6780041,678004,1,1,1697
6780051,678005,1,1,46
6780061,678006,1,1,1963
6780081,678008,1,1,92
6790001,679000,1,1,2509
6790031,679003,1,1,484
6790101,679010,1,1,1571
6810031,681003,1,1,54
6810071,681007,1,1,1645
6820011,682001,1,1,1292
6820071,682007,1,1,98
6820091,682009,1,1,2369
6840001,684000,1,1,2476
6850001,685000,1,1,2432
6850041,685004,1,1,60
6850061,685006,1,1,1659
6850071,685007,1,1,1621
6860011,686001,1,1,981
6860081,686008,1,1,1705
6860091,686009,1,1,1521
6860101,686010,1,1,207
6870021,687002,1,1,25
6870091,687009,1,1,2511
6880071,688007,1,1,74
6890041,689004,1,1,1610
6890051,689005,1,1,1933
6890061,689006,1,1,1571
6890101,689010,1,1,2489
6890111,689011,1,1,2089
6890131,689013,1,1,2183
6890151,689015,1,1,380
6900001,690000,1,1,2419
6910041,691004,1,1,183
6920001,692000,1,1,2486
6920021,692002,1,1,1077
6920031,692003,1,1,2064
6920041,692004,1,1,2144
6920071,692007,1,1,181
6930021,693002,1,1,2087
6930071,693007,1,1,1788
6930091,693009,1,1,1095
6940001,694000,1,1,1620
6940021,694002,1,1,1433
6940031,694003,1,1,2052
6940071,694007,1,1,101
6940111,694011,1,1,1631
6950031,695003,1,1,1585
6950071,695007,1,1,1546
6960011,696001,1,1,83
6960021,696002,1,1,1591
6960061,696006,1,1,445
6960071,696007,1,1,141
6960081,696008,1,1,1058
6980031,698003,1,1,1779
6990001,699000,1,1,1524
6990041,699004,1,1,964
7000031,700003,1,1,82
7000111,700011,1,1,629
7010001,701000,1,1,1643
7010031,701003,1,1,2145
7010101,701010,1,1,1640
7030021,703002,1,1,128
7030051,703005,1,1,105
7030091,703009,1,1,1536
7030131,703013,1,1,1518
7050011,705001,1,1,2026
7060031,706003,1,1,438
7070011,707001,1,1,1673
7070041,707004,1,1,156
7070091,707009,1,1,1384
7080011,708001,1,1,443
7080061,708006,1,1,648
7080081,708008,1,1,2517
7080111,708011,1,1,1661
7090021,709002,1,1,64
7090071,709007,1,1,107
7100011,710001,1,1,1615
7100031,710003,1,1,2104
7100041,710004,1,1,1715
7100051,710005,1,1,1788
7100071,710007,1,1,769
7100101,710010,1,1,1596
7100131,710013,1,1,1573
7120011,712001,1,1,1369
7120041,712004,1,1,2178
7120071,712007,1,1,1436
7130001,713000,1,1,119
7130031,713003,1,1,1591
7130051,713005,1,1,121
7130061,713006,1,1,1618
7140031,714003,1,1,790
7140051,714005,1,1,1451
7140061,714006,1,1,516
7140101,714010,1,1,1634
7140121,714012,1,1,1795
7140151,714015,1,1,8
7150001,715000,1,1,2243
7150011,715001,1,1,2513
7150021,715002,1,1,183
7150181,715018,1,1,1621
7160001,716000,1,1,1550
7160031,716003,1,1,947
7160061,716006,1,1,2436
7160101,716010,1,1,1639
7160121,716012,1,1,1978
7170021,717002,1,1,1468
7170081,717008,1,1,1488
7170121,717012,1,1,184
7170131,717013,1,1,1912
7170141,717014,1,1,108
7170151,717015,1,1,371
7170211,717021,1,1,507
7180001,718000,1,1,2367
7190011,719001,1,1,2072
7190111,719011,1,1,971
7200021,720002,1,1,924
7200031,720003,1,1,138
7200071,720007,1,1,395
7200121,720012,1,1,604
7200141,720014,1,1,1768
7210001,721000,1,1,1294
7210011,721001,1,1,1810
7210051,721005,1,1,857
7210081,721008,1,1,448
7210121,721012,1,1,1877
7210201,721020,1,1,359
7210211,721021,1,1,106
7210231,721023,1,1,1635
7210251,721025,1,1,1539
7220031,722003,1,1,2161
7220061,722006,1,1,2129
7220091,722009,1,1,154
7220131,722013,1,1,1548
7220151,722015,1,1,86
7220201,722020,1,1,70
7220231,722023,1,1,2064
7220271,722027,1,1,442
7230031,723003,1,1,1229
7230111,723011,1,1,305
7230131,723013,1,1,1068
7230151,723015,1,1,1431
7230171,723017,1,1,48
7230191,723019,1,1,2468
7240001,724000,1,1,2506
7240021,724002,1,1,154
7240061,724006,1,1,1413
7240111,724011,1,1,1592
7240121,724012,1,1,1631
7240171,724017,1,1,1992
7240181,724018,1,1,1670
7240221,724022,1,1,67
7240291,724029,1,1,441
7240311,724031,1,1,153
7240331,724033,1,1,108
7240341,724034,1,1,2050
7240351,724035,1,1,1158
7240361,724036,1,1,1672
7260041,726004,1,1,2054
7260071,726007,1,1,1636
7260111,726011,1,1,75
7260131,726013,1,1,1446
7270021,727002,1,1,1622
7270091,727009,1,1,1593
7270101,727010,1,1,1433
7270221,727022,1,1,1649
7280021,728002,1,1,360
7280081,728008,1,1,95
7280111,728011,1,1,1591
7280161,728016,1,1,1
7280191,728019,1,1,1595
7280201,728020,1,1,2514
7280241,728024,1,1,2496
7290001,729000,1,1,467
7290021,729002,1,1,60
7290121,729012,1,1,453
7290141,729014,1,1,1515
7290161,729016,1,1,147
7290171,729017,1,1,75
7290231,729023,1,1,1898
7290261,729026,1,1,1257
7290271,729027,1,1,2060
7300001,730000,1,1,165
7300021,730002,1,1,1357
7300051,730005,1,1,545
7300071,730007,1,1,543
7300081,730008,1,1,104
7310061,731006,1,1,1032
7310231,731023,1,1,1604
7310271,731027,1,1,572
7320011,732001,1,1,1378
7320021,732002,1,1,993
7330061,733006,1,1,103
7330091,733009,1,1,457
7330111,733011,1,1,427
7330131,733013,1,1,651
7340081,734008,1,1,151
7340091,734009,1,1,55
7340121,734012,1,1,626
7350011,735001,1,1,1052
7350021,735002,1,1,416
7350031,735003,1,1,1097
7350071,735007,1,1,2151
7350101,735010,1,1,57
7350141,735014,1,1,2086
7350151,735015,1,1,166
7360021,736002,1,1,298
7360121,736012,1,1,1581
7370011,737001,1,1,641
7380001,738000,1,1,1639
7380011,738001,1,1,1759
7380081,738008,1,1,1607
7380101,738010,1,1,376
7400011,740001,1,1,1606
7400031,740003,1,1,165
7410001,741000,1,1,446
7410021,741002,1,1,25
7410031,741003,1,1,1668
7410051,741005,1,1,1571
7420071,742007,1,1,139
7420091,742009,1,1,937
7430081,743008,1,1,440
7440051,744005,1,1,662
7450011,745001,1,1,1799
7450041,745004,1,1,1506
7450081,745008,1,1,1692
7450101,745010,1,1,1780
7480061,748006,1,1,1375
7480081,748008,1,1,45
7490001,749000,1,1,1194
7490041,749004,1,1,1510
7490061,749006,1,1,2093
7490071,749007,1,1,1409
7490091,749009,1,1,121
7490111,749011,1,1,445
7500011,750001,1,1,90
7500101,750010,1,1,2001
7500111,750011,1,1,1987
7500121,750012,1,1,1659
7510031,751003,1,1,1662
7510051,751005,1,1,437
7520031,752003,1,1,1108
7520071,752007,1,1,1240
7520151,752015,1,1,2094
7540001,754000,1,1,184
7540021,754002,1,1,1725
7550001,755000,1,1,977
7550011,755001,1,1,105
7550021,755002,1,1,2004
7550071,755007,1,1,2009
7560021,756002,1,1,1649
7560031,756003,1,1,1592
7560041,756004,1,1,59
7560051,756005,1,1,1426
7560061,756006,1,1,2093
7560081,756008,1,1,713
7570011,757001,1,1,72
7570041,757004,1,1,1272
7570051,757005,1,1,1645
7570121,757012,1,1,450
7580041,758004,1,1,241
7580061,758006,1,1,153
7580071,758007,1,1,1563
7590001,759000,1,1,1607
7590011,759001,1,1,379
7590041,759004,1,1,1502
7590081,759008,1,1,118
7600001,760000,1,1,907
7610031,761003,1,1,1624
7620061,762006,1,1,2108
7630101,763010,1,1,460
7640001,764000,1,1,1537
7640021,764002,1,1,981
7640031,764003,1,1,1086
7640041,764004,1,1,1431
7640061,764006,1,1,85
7640101,764010,1,1,1025
7640121,764012,1,1,2383
7650021,765002,1,1,61
7650031,765003,1,1,1896
7650041,765004,1,1,1660
7660021,766002,1,1,97
7660051,766005,1,1,1997
7660071,766007,1,1,2008
7660081,766008,1,1,1696
7660091,766009,1,1,1640
7660121,766012,1,1,1664
7660131,766013,1,1,1757
7680061,768006,1,1,1573
7690071,769007,1,1,58
7700051,770005,1,1,1638
7700101,770010,1,1,1986
7710011,771001,1,1,418
7710041,771004,1,1,1673
7710071,771007,1,1,976
7720011,772001,1,1,68
7720021,772002,1,1,146
7720031,772003,1,1,231
7720071,772007,1,1,1573
7730011,773001,1,1,1479
7730031,773003,1,1,73
7730111,773011,1,1,2254
7730121,773012,1,1,1576
7750011,775001,1,1,2071
7750021,775002,1,1,1497
7750071,775007,1,1,104
7750081,775008,1,1,1827
7760011,776001,1,1,39
7760021,776002,1,1,1583
7760041,776004,1,1,1578
7760051,776005,1,1,403
7760061,776006,1,1,418
7760081,776008,1,1,1899
7760111,776011,1,1,1714
7760131,776013,1,1,104
7770011,777001,1,1,1469
7770031,777003,1,1,358
7770041,777004,1,1,1688
7770081,777008,1,1,237
7770161,777016,1,1,1734
7770191,777019,1,1,2124
7770201,777020,1,1,1280
7780011,778001,1,1,2024
7780091,778009,1,1,18
7780151,778015,1,1,536
7780171,778017,1,1,432
7780181,778018,1,1,446
7780191,778019,1,1,46
7790041,779004,1,1,1603
7790061,779006,1,1,1451
7790081,779008,1,1,1437
7790091,779009,1,1,59
7790161,779016,1,1,394
7790171,779017,1,1,139
7800001,780000,1,1,1687
7800041,780004,1,1,75
7800111,780011,1,1,1233
7800201,780020,1,1,1444
7800261,780026,1,1,2514
7800271,780027,1,1,2105
7820111,782011,1,1,100
7820121,782012,1,1,186
7820131,782013,1,1,26
7820141,782014,1,1,1251
7830041,783004,1,1,253
7830061,783006,1,1,673
7830131,783013,1,1,2091
7830191,783019,1,1,172
7840031,784003,1,1,691
7840041,784004,1,1,138
7840091,784009,1,1,2457
7840121,784012,1,1,70
7840141,784014,1,1,164
7840151,784015,1,1,96
7840181,784018,1,1,1474
7850011,785001,1,1,1801
7850061,785006,1,1,416
7850091,785009,1,1,640
7850121,785012,1,1,1659
7850141,785014,1,1,1432
7850171,785017,1,1,1652
7850231,785023,1,1,114
7860001,786000,1,1,2185
7860031,786003,1,1,65
7860041,786004,1,1,30
7860151,786015,1,1,1617
7870001,787000,1,1,2030
7870051,787005,1,1,649
7870151,787015,1,1,241
7870171,787017,1,1,142
7870251,787025,1,1,452
7870261,787026,1,1,1871
7880001,788000,1,1,1634
7890021,789002,1,1,1069
7890041,789004,1,1,1717
7890071,789007,1,1,927
7890091,789009,1,1,2512
7900011,790001,1,1,1657
7900041,790004,1,1,2113
7910011,791001,1,1,1534
7910071,791007,1,1,2066
7910081,791008,1,1,343
7910091,791009,1,1,189
7910101,791010,1,1,1650
7920021,792002,1,1,147
7920081,792008,1,1,429
7920101,792010,1,1,1431
7930031,793003,1,1,2063
7930041,793004,1,1,675
7930051,793005,1,1,86
